url,title,publish_date,authors,party,group,match,sentence,context,is_quote,sentence_idx,year,year_month,context_w0,context_w1,context_w2,bias_w0,bias_conf_w0,bias_w1,bias_conf_w1,bias_w2,bias_conf_w2,sentiment_w0,sent_score_w0,sentiment_w1,sent_score_w1,sentiment_w2,sent_score_w2
https://nation.cymru/news/reforms-kruger-under-fire-for-warning-of-lgbt-supporting-left-wing-parties/,Reform’s Kruger under fire for warning of ‘LGBT-supporting’ left-wing parties,2025-10-28 16:10:09,Mark Mansfield,conservative,right,Conservative,"Mr Kruger, who defected from the Conservative Party to Reform last month, said in a video that Mr Farage’s party is “up against Lib Dems, Labour, Greens, we’ve got the nationalists of Wales and Scotland, there’s (Jeremy) Corbyn”.","Photo Ben Whitley/PA Wire Reform UK has come under fire after MP Danny Kruger railed against “LGBT-supporting” political parties. Leader Nigel Farage has been urged to condemn the “disgraceful and completely unacceptable” remarks. Mr Kruger, who defected from the Conservative Party to Reform last month, said in a video that Mr Farage’s party is “up against Lib Dems, Labour, Greens, we’ve got the nationalists of Wales and Scotland, there’s (Jeremy) Corbyn”. He added: “There’s this whole kaleidoscope of left-wing parties now. And, you know, that shows how bad things are in our country.",False,3,2025,2025-10,"Mr Kruger, who defected from the Conservative Party to Reform last month, said in a video that Mr Farage’s party is “up against Lib Dems, Labour, Greens, we’ve got the nationalists of Wales and Scotland, there’s (Jeremy) Corbyn”.","Leader Nigel Farage has been urged to condemn the “disgraceful and completely unacceptable” remarks. Mr Kruger, who defected from the Conservative Party to Reform last month, said in a video that Mr Farage’s party is “up against Lib Dems, Labour, Greens, we’ve got the nationalists of Wales and Scotland, there’s (Jeremy) Corbyn”. He added: “There’s this whole kaleidoscope of left-wing parties now.","Photo Ben Whitley/PA Wire Reform UK has come under fire after MP Danny Kruger railed against “LGBT-supporting” political parties. Leader Nigel Farage has been urged to condemn the “disgraceful and completely unacceptable” remarks. Mr Kruger, who defected from the Conservative Party to Reform last month, said in a video that Mr Farage’s party is “up against Lib Dems, Labour, Greens, we’ve got the nationalists of Wales and Scotland, there’s (Jeremy) Corbyn”. He added: “There’s this whole kaleidoscope of left-wing parties now. And, you know, that shows how bad things are in our country.",non-biased,0.9671064615249634,non-biased,0.8619048595428467,biased,0.6067703366279602,neutral,-0.02696831524372101,neutral,-0.4475262463092804,negative,-0.6811922788619995
https://nation.cymru/opinion/20-really-is-plenty/,20 really is plenty,2024-09-15 08:00:28,Mark Mansfield,conservative,right,Tories,Should Welsh leaders draw attention to the fomenting of discontent in Wales by English papers and English Tories ?,"Worth noting that it is the English media that have stoked the fires started by RT’s rhetoric even whilst overlooking the increasingly large number of English Councils who are effectively implementing the same default 20mph zoning in their residential areas. Why let the truth get in the way of a good story eh? Should Welsh leaders draw attention to the fomenting of discontent in Wales by English papers and English Tories ? Yes, yes they should. Should they expose the hypocrisy of these commentators and campaigners?",False,34,2024,2024-09,Should Welsh leaders draw attention to the fomenting of discontent in Wales by English papers and English Tories ?,"Why let the truth get in the way of a good story eh? Should Welsh leaders draw attention to the fomenting of discontent in Wales by English papers and English Tories ? Yes, yes they should.","Worth noting that it is the English media that have stoked the fires started by RT’s rhetoric even whilst overlooking the increasingly large number of English Councils who are effectively implementing the same default 20mph zoning in their residential areas. Why let the truth get in the way of a good story eh? Should Welsh leaders draw attention to the fomenting of discontent in Wales by English papers and English Tories ? Yes, yes they should. Should they expose the hypocrisy of these commentators and campaigners?",biased,0.9416183829307556,biased,0.9837946891784668,biased,0.9932548403739929,negative,-0.5617678165435791,negative,-0.6984884142875671,negative,-0.5767252445220947
https://nation.cymru/news/truss-wins-tory-leadership-race-and-becomes-uks-third-female-pm/,Truss wins Tory leadership race and becomes UK’s third female PM,2022-09-05 12:47:01,Mark Mansfield,conservative,right,Conservative,"Ms Truss, the Foreign Secretary, used her victory speech to indicate she would not be triggering an early general election, instead pledging to secure “a great victory for the Conservative Party in 2024”.","Photo Rob Pinney PA Images Liz Truss will become the UK’s third female prime minister after securing victory in the Tory leadership contest. She defeated rival Rishi Sunak with 81,326 votes to 60,399 and will take over as prime minister on Tuesday with the immediate challenge of easing the cost-of-living crisis for households across the country faced with soaring energy bills. Ms Truss, the Foreign Secretary, used her victory speech to indicate she would not be triggering an early general election, instead pledging to secure “a great victory for the Conservative Party in 2024”. She won by a significant margin, but the 57% victory over Mr Sunak’s 43% was slimmer than in other recent contests. Friend Liz Truss praised “my friend” Boris Johnson as she accepted her victory in the Tory leadership contest.",True,2,2022,2022-09,"Ms Truss, the Foreign Secretary, used her victory speech to indicate she would not be triggering an early general election, instead pledging to secure “a great victory for the Conservative Party in 2024”.","She defeated rival Rishi Sunak with 81,326 votes to 60,399 and will take over as prime minister on Tuesday with the immediate challenge of easing the cost-of-living crisis for households across the country faced with soaring energy bills. Ms Truss, the Foreign Secretary, used her victory speech to indicate she would not be triggering an early general election, instead pledging to secure “a great victory for the Conservative Party in 2024”. She won by a significant margin, but the 57% victory over Mr Sunak’s 43% was slimmer than in other recent contests.","Photo Rob Pinney PA Images Liz Truss will become the UK’s third female prime minister after securing victory in the Tory leadership contest. She defeated rival Rishi Sunak with 81,326 votes to 60,399 and will take over as prime minister on Tuesday with the immediate challenge of easing the cost-of-living crisis for households across the country faced with soaring energy bills. Ms Truss, the Foreign Secretary, used her victory speech to indicate she would not be triggering an early general election, instead pledging to secure “a great victory for the Conservative Party in 2024”. She won by a significant margin, but the 57% victory over Mr Sunak’s 43% was slimmer than in other recent contests. Friend Liz Truss praised “my friend” Boris Johnson as she accepted her victory in the Tory leadership contest.",non-biased,0.9816420078277588,non-biased,0.9801813960075378,non-biased,0.9684827327728271,positive,0.6320494413375854,neutral,0.4725046157836914,positive,0.6299942135810852
https://nation.cymru/culture/watch-welsh-sex-pistols-take-aim-at-the-monarchy-with-not-my-king/,Watch: ‘Welsh Sex Pistols’ take aim at the monarchy with ‘Not My King’,2023-06-21 18:35:45,David Owens,conservative,right,Tory,This isn’t about being anti-monarchy or anti-Tory; it’s about being pro-equality and pro-human rights.,"It’s f***ing criminal. If those who support the monarchy get to voice their opinions, why should we remain silent? This isn’t about being anti-monarchy or anti-Tory; it’s about being pro-equality and pro-human rights. If we’re anti anything, we’re anti-bulls**t, and everyone has a right to know why. The longer we stay silent, the longer this circus continues.” (c) NoGood Boyo 2023 The band from north Wales say they are probably the only band with an accordion ever forced to request extra security staff and paramedics on standby as audiences smashed tables and dancefloors and tables at their recent European mainland gigs.",False,7,2023,2023-06,This isn’t about being anti-monarchy or anti-Tory; it’s about being pro-equality and pro-human rights.,"If those who support the monarchy get to voice their opinions, why should we remain silent? This isn’t about being anti-monarchy or anti-Tory; it’s about being pro-equality and pro-human rights. If we’re anti anything, we’re anti-bulls**t, and everyone has a right to know why.","It’s f***ing criminal. If those who support the monarchy get to voice their opinions, why should we remain silent? This isn’t about being anti-monarchy or anti-Tory; it’s about being pro-equality and pro-human rights. If we’re anti anything, we’re anti-bulls**t, and everyone has a right to know why. The longer we stay silent, the longer this circus continues.” (c) NoGood Boyo 2023 The band from north Wales say they are probably the only band with an accordion ever forced to request extra security staff and paramedics on standby as audiences smashed tables and dancefloors and tables at their recent European mainland gigs.",biased,0.9516856074333191,biased,0.9841902852058411,biased,0.9685521721839905,neutral,-0.12002047896385193,neutral,-0.40136969089508057,negative,-0.6479076743125916
https://nation.cymru/opinion/gift-wrapped-power/,Gift-wrapped power,2024-05-09 20:14:52,Mark Mansfield,conservative,right,Tories,His current strategy is to position Labour so that it wipes the Tories off the map.,"What of substance will Labour, as a whole, be losing if he goes? Now, think a few months past the honeymoon of a Starmer victory and apply the same test to him. His current strategy is to position Labour so that it wipes the Tories off the map. To do that he has reversed not only the commitments he made to Labour members, but even subsequent pledges to the wider electorate. Only this week, union leaders are warning that his flagship workers’ rights charter is poised to be watered down.",False,20,2024,2024-05,His current strategy is to position Labour so that it wipes the Tories off the map.,"Now, think a few months past the honeymoon of a Starmer victory and apply the same test to him. His current strategy is to position Labour so that it wipes the Tories off the map. To do that he has reversed not only the commitments he made to Labour members, but even subsequent pledges to the wider electorate.","What of substance will Labour, as a whole, be losing if he goes? Now, think a few months past the honeymoon of a Starmer victory and apply the same test to him. His current strategy is to position Labour so that it wipes the Tories off the map. To do that he has reversed not only the commitments he made to Labour members, but even subsequent pledges to the wider electorate. Only this week, union leaders are warning that his flagship workers’ rights charter is poised to be watered down.",biased,0.8340455293655396,biased,0.9608433246612549,biased,0.9799551367759705,neutral,-0.13337036967277527,negative,-0.4710913598537445,negative,-0.6338134407997131
https://nation.cymru/news/plaid-cymru-mp-overwhelmed-as-crowd-sings-national-anthem-whilst-waving-off-london-train/,Plaid Cymru MP ‘overwhelmed’ as crowd sings national anthem whilst waving off London train,2024-07-08 11:13:12,Emily Price,conservative,right,Conservative,Ann Davies won the Caerfyrddin seat from the Conservatives in a dramatic gain for Plaid Cymru in the July 4 General Election.,"Crowds of well wishers gathered to wave off the MP’s train to London Emily Price A newly elected Plaid Cymru MP was hailed with a moving rendition of the Welsh national anthem from crowds of well-wishers as her train departed for Westminster this morning. Ann Davies won the Caerfyrddin seat from the Conservatives in a dramatic gain for Plaid Cymru in the July 4 General Election. Ann ar ei ffordd i Lundain pic.twitter.com/tDsgkFlQ6U — Ffred Ffransis (@ffred_ffransis) July 8, 2024 Delighted Council leader Llinos Medi was also successful in taking the traditionally competitive seat of Ynys Môn. Rhun ap Iorwerth, who campaigned across the country in his first election as leader, hailed the “terrific results” which saw the party win four seats overall.",False,1,2024,2024-07,Ann Davies won the Caerfyrddin seat from the Conservatives in a dramatic gain for Plaid Cymru in the July 4 General Election.,"Crowds of well wishers gathered to wave off the MP’s train to London Emily Price A newly elected Plaid Cymru MP was hailed with a moving rendition of the Welsh national anthem from crowds of well-wishers as her train departed for Westminster this morning. Ann Davies won the Caerfyrddin seat from the Conservatives in a dramatic gain for Plaid Cymru in the July 4 General Election. Ann ar ei ffordd i Lundain pic.twitter.com/tDsgkFlQ6U — Ffred Ffransis (@ffred_ffransis) July 8, 2024 Delighted Council leader Llinos Medi was also successful in taking the traditionally competitive seat of Ynys Môn.","Crowds of well wishers gathered to wave off the MP’s train to London Emily Price A newly elected Plaid Cymru MP was hailed with a moving rendition of the Welsh national anthem from crowds of well-wishers as her train departed for Westminster this morning. Ann Davies won the Caerfyrddin seat from the Conservatives in a dramatic gain for Plaid Cymru in the July 4 General Election. Ann ar ei ffordd i Lundain pic.twitter.com/tDsgkFlQ6U — Ffred Ffransis (@ffred_ffransis) July 8, 2024 Delighted Council leader Llinos Medi was also successful in taking the traditionally competitive seat of Ynys Môn. Rhun ap Iorwerth, who campaigned across the country in his first election as leader, hailed the “terrific results” which saw the party win four seats overall.",non-biased,0.9623292684555054,non-biased,0.8379561305046082,non-biased,0.8531707525253296,neutral,0.38008078932762146,positive,0.8973814845085144,positive,0.8918601274490356
https://nation.cymru/news/andrew-rt-davies-claims-other-parties-went-backwards-despite-heavy-local-election-losses-for-tories/,Andrew RT Davies claims ‘other parties went backwards’ despite heavy local election losses for Tories,2022-05-09 12:34:37,Mark Mansfield,conservative,right,Conservative,Westminster “Conservative votes are splitting all over the place.,"“We are not going to do it by appealing to the right, we’ve got to move to the centre ground. “That compassionate agenda about appealing to families – what we’re going to do to show that we’re in touch and demonstrate that we understand the challenges that people are facing – I don’t think the government is quite in that place right now.” After Labour triumphed in Cardiff, winning a third term in power, Cllr Adrian Robson, leader of the Conservative group also called for change and said MPs need to decide whether to keep Boris Johnson on as Prime Minister or face more election losses. Westminster “Conservative votes are splitting all over the place. I think the MPs in Westminster need to make a decision and decide what that decision is. It’s not up to me to say who the Prime Minister should be,” he said.",True,14,2022,2022-05,Westminster “Conservative votes are splitting all over the place.,"“That compassionate agenda about appealing to families – what we’re going to do to show that we’re in touch and demonstrate that we understand the challenges that people are facing – I don’t think the government is quite in that place right now.” After Labour triumphed in Cardiff, winning a third term in power, Cllr Adrian Robson, leader of the Conservative group also called for change and said MPs need to decide whether to keep Boris Johnson on as Prime Minister or face more election losses. Westminster “Conservative votes are splitting all over the place. I think the MPs in Westminster need to make a decision and decide what that decision is.","“We are not going to do it by appealing to the right, we’ve got to move to the centre ground. “That compassionate agenda about appealing to families – what we’re going to do to show that we’re in touch and demonstrate that we understand the challenges that people are facing – I don’t think the government is quite in that place right now.” After Labour triumphed in Cardiff, winning a third term in power, Cllr Adrian Robson, leader of the Conservative group also called for change and said MPs need to decide whether to keep Boris Johnson on as Prime Minister or face more election losses. Westminster “Conservative votes are splitting all over the place. I think the MPs in Westminster need to make a decision and decide what that decision is. It’s not up to me to say who the Prime Minister should be,” he said.",non-biased,0.8981870412826538,non-biased,0.9038344621658325,non-biased,0.8786591291427612,neutral,-0.2846728563308716,neutral,-0.2751953601837158,neutral,-0.2515563368797302
https://nation.cymru/news/leaked-correspondence-reveals-plot-to-turn-welsh-tories-into-an-abolish-the-senedd-party/,Leaked correspondence reveals plot to turn Welsh Tories into an ‘abolish the Senedd’ party,2024-09-19 15:00:28,Mark Mansfield,conservative,right,Tory,Very encouraging that Sam Rowlands kept this option open in his response.” Newport Tory councillor David Fouweather commented: “I totally support your view.,"Former Cardiff Tory councillor Kathryn Kelloway commented on the social media forum: “I think having a members’ vote on this is a great idea. The Welsh Conservatives have reached a crossroads on devolution and it’s time we all came together to decide which way to go. Very encouraging that Sam Rowlands kept this option open in his response.” Newport Tory councillor David Fouweather commented: “I totally support your view. We need another referendum where I believe the Assembly will be firmly abolished.” Huw Davies, deputy chairman of South East Wales Conservatives, commented: “Well said Joel, and well done Sam on keeping the door open.” Disastrous However, the Welsh Conservative source who leaked the correspondence to us and believes changing the policy on devolution would be disastrous, said: “I’m getting in touch with you as I’m concerned about the direction the Welsh party is heading in and the influence that certain, more ‘high profile’ members are trying to exert over the membership. Referring to Cllr Williams’ posting and the comments of Huw Davies, the source said: “Ironically both Huw and Joel himself have been employed in the Senedd, so they are seemingly happy to take Senedd money and use Senedd resources, whilst campaigning to get rid of it!",False,41,2024,2024-09,Very encouraging that Sam Rowlands kept this option open in his response.” Newport Tory councillor David Fouweather commented: “I totally support your view.,"The Welsh Conservatives have reached a crossroads on devolution and it’s time we all came together to decide which way to go. Very encouraging that Sam Rowlands kept this option open in his response.” Newport Tory councillor David Fouweather commented: “I totally support your view. We need another referendum where I believe the Assembly will be firmly abolished.” Huw Davies, deputy chairman of South East Wales Conservatives, commented: “Well said Joel, and well done Sam on keeping the door open.” Disastrous However, the Welsh Conservative source who leaked the correspondence to us and believes changing the policy on devolution would be disastrous, said: “I’m getting in touch with you as I’m concerned about the direction the Welsh party is heading in and the influence that certain, more ‘high profile’ members are trying to exert over the membership.","Former Cardiff Tory councillor Kathryn Kelloway commented on the social media forum: “I think having a members’ vote on this is a great idea. The Welsh Conservatives have reached a crossroads on devolution and it’s time we all came together to decide which way to go. Very encouraging that Sam Rowlands kept this option open in his response.” Newport Tory councillor David Fouweather commented: “I totally support your view. We need another referendum where I believe the Assembly will be firmly abolished.” Huw Davies, deputy chairman of South East Wales Conservatives, commented: “Well said Joel, and well done Sam on keeping the door open.” Disastrous However, the Welsh Conservative source who leaked the correspondence to us and believes changing the policy on devolution would be disastrous, said: “I’m getting in touch with you as I’m concerned about the direction the Welsh party is heading in and the influence that certain, more ‘high profile’ members are trying to exert over the membership. Referring to Cllr Williams’ posting and the comments of Huw Davies, the source said: “Ironically both Huw and Joel himself have been employed in the Senedd, so they are seemingly happy to take Senedd money and use Senedd resources, whilst campaigning to get rid of it!",non-biased,0.9479904174804688,biased,0.8358044028282166,biased,0.6296789646148682,positive,0.9393509030342102,positive,0.5589789152145386,positive,0.6774646043777466
https://nation.cymru/news/tory-lawyers-says-sunaks-rwanda-bill-needs-significant-changes/,Tory lawyers says Sunak’s Rwanda Bill needs significant changes,2023-12-11 12:00:33,Mark Mansfield,conservative,right,Conservative,"Revolt But with Labour and other opposition parties expected to vote against it, a revolt by 28 MPs could wipe out the Conservative majority.","Even this old, optimistic model says it could take more than two months to remove a migrant. It would be laughable if it wasn’t so serious.” The Bill will have its first Commons test on Tuesday at the second reading stage – no Government legislation since 1986 has fallen at this hurdle. Revolt But with Labour and other opposition parties expected to vote against it, a revolt by 28 MPs could wipe out the Conservative majority. Tories with concerns could instead choose to abstain or back the legislation at this stage but then seek to toughen it up – or water it down, depending on their views – as it progresses through the Commons. Mr Shapps said he is “sure” it will get through the Commons, but acknowledged it could face trouble in the Lords, where the Government lacks a majority and cannot control the timetable in the same way.",False,26,2023,2023-12,"Revolt But with Labour and other opposition parties expected to vote against it, a revolt by 28 MPs could wipe out the Conservative majority.","It would be laughable if it wasn’t so serious.” The Bill will have its first Commons test on Tuesday at the second reading stage – no Government legislation since 1986 has fallen at this hurdle. Revolt But with Labour and other opposition parties expected to vote against it, a revolt by 28 MPs could wipe out the Conservative majority. Tories with concerns could instead choose to abstain or back the legislation at this stage but then seek to toughen it up – or water it down, depending on their views – as it progresses through the Commons.","Even this old, optimistic model says it could take more than two months to remove a migrant. It would be laughable if it wasn’t so serious.” The Bill will have its first Commons test on Tuesday at the second reading stage – no Government legislation since 1986 has fallen at this hurdle. Revolt But with Labour and other opposition parties expected to vote against it, a revolt by 28 MPs could wipe out the Conservative majority. Tories with concerns could instead choose to abstain or back the legislation at this stage but then seek to toughen it up – or water it down, depending on their views – as it progresses through the Commons. Mr Shapps said he is “sure” it will get through the Commons, but acknowledged it could face trouble in the Lords, where the Government lacks a majority and cannot control the timetable in the same way.",non-biased,0.9520412683486938,non-biased,0.8876674175262451,non-biased,0.7338311076164246,neutral,-0.4086958169937134,negative,-0.4939940869808197,negative,-0.5410119891166687
https://nation.cymru/news/nigel-farage-vows-to-scrap-uk-human-rights-law-to-tackle-small-boats-crisis/,Nigel Farage vows to scrap UK human rights law to tackle small boats crisis,2025-08-26 08:48:14,Stephen Price,conservative,right,Tories,"Mr Farage, whose party has sought to gain from public dissatisfaction with how both Labour and the Tories have handled the migrant crisis, will set out his plans to grasp it on Tuesday.","Photo Gareth Fuller/PA Wire Nigel Farage has vowed to scrap the UK’s human rights law in a bid to tackle the small boats crisis. The Reform UK leader pledged to leave the European Convention on Human Rights, scrap the Human Rights Act, and disapply other international agreements he described as “roadblocks” to deporting people who arrive in the UK illegally. Mr Farage, whose party has sought to gain from public dissatisfaction with how both Labour and the Tories have handled the migrant crisis, will set out his plans to grasp it on Tuesday. Writing for the Telegraph, he described international treaties governing human rights law as “malign influences” which had been “allowed to frustrate deportations”. He added: “The planes will take off, and plenty of them at that.",False,3,2025,2025-08,"Mr Farage, whose party has sought to gain from public dissatisfaction with how both Labour and the Tories have handled the migrant crisis, will set out his plans to grasp it on Tuesday.","The Reform UK leader pledged to leave the European Convention on Human Rights, scrap the Human Rights Act, and disapply other international agreements he described as “roadblocks” to deporting people who arrive in the UK illegally. Mr Farage, whose party has sought to gain from public dissatisfaction with how both Labour and the Tories have handled the migrant crisis, will set out his plans to grasp it on Tuesday. Writing for the Telegraph, he described international treaties governing human rights law as “malign influences” which had been “allowed to frustrate deportations”.","Photo Gareth Fuller/PA Wire Nigel Farage has vowed to scrap the UK’s human rights law in a bid to tackle the small boats crisis. The Reform UK leader pledged to leave the European Convention on Human Rights, scrap the Human Rights Act, and disapply other international agreements he described as “roadblocks” to deporting people who arrive in the UK illegally. Mr Farage, whose party has sought to gain from public dissatisfaction with how both Labour and the Tories have handled the migrant crisis, will set out his plans to grasp it on Tuesday. Writing for the Telegraph, he described international treaties governing human rights law as “malign influences” which had been “allowed to frustrate deportations”. He added: “The planes will take off, and plenty of them at that.",non-biased,0.9315434098243713,non-biased,0.6451510190963745,non-biased,0.5779918432235718,neutral,-0.09532494097948074,neutral,-0.4047620892524719,negative,-0.4791598916053772
